632,none,14178,Are,false
632,none,3635,Large,false
632,none,5852,Waterfowl,false
632,none,1495,Of,false
632,none,1245,The,false
632,none,2057,Family,false
632,none,3864,Anatidae,false
632,none,1550,This,false
632,none,1874,Group,false
632,none,2988,Comprises,false
632,none,931,The,false
632,none,5530,Genera,false
632,none,2038,Anser,false
632,none,1536,The,false
632,none,1831,Grey,false
632,none,1961,Geese,false
632,none,827,And,false
632,none,2193,Branta,false
632,none,1174,The,false
632,none,9769,Black,false
632,none,7330,geese,false
632,none,2724,Chen,false
632,none,811,A,false
632,none,7778,genus,false
632,none,6442,Comprising,false
632,none,2756,White,false
632,none,1805,Geese,false
632,none,1104,Is,false
632,none,3712,Sometimes,false
632,none,1969,Used,false
632,none,1134,To,false
632,none,1711,Refer,false
632,none,982,To,false
632,none,593,A,false
632,none,6956,group,false
632,none,1786,Of,false
632,none,2491,Species,false
632,none,1697,That,false
632,none,1414,Are,false
632,none,1478,More,false
632,none,2699,Commonly,false
632,none,2168,Placed,false
632,none,2233,Within,false
632,none,2288,Anser,false
632,none,1210,Some,false
632,none,1725,Other,false
632,none,6367,Birds,false
632,none,2288,Mostly,false
632,none,3043,Related,false
632,none,1148,To,false
632,none,1157,The,false
632,none,11374,Shelducks,false
632,none,1910,Have,false
632,none,2978,Goose,false
632,none,998,As,false
632,none,1382,Part,false
632,none,884,Of,false
632,none,2555,Their,false
632,none,1446,Names,false
