272,random,1802,Are,false
272,random,2446,Large,false
272,random,7869,Waterfowl,false
272,random,2390,Of,false
272,random,2827,The,false
272,random,2879,Family,false
272,random,5610,Anatidae,false
272,random,6559,This,false
272,random,4061,Group,false
272,random,4011,Comprises,false
272,random,3449,The,false
272,random,6758,Genera,false
272,random,9757,Anser,false
272,random,2261,The,false
272,random,4060,Grey,false
272,random,3096,Geese,false
272,random,3375,And,false
272,random,3586,Branta,false
272,random,2042,the,true
272,random,1286,black,true
272,random,2962,Geese,false
272,random,2977,Chen,false
272,random,1372,A,false
272,random,3346,Genus,false
272,random,6877,Comprising,false
272,random,3162,White,false
272,random,3840,Geese,false
272,random,1491,Is,false
272,random,1755,sometimes,true
272,random,2695,Used,false
272,random,2821,To,false
272,random,4051,Refer,false
272,random,1841,To,false
272,random,1165,A,false
272,random,8760,Group,false
272,random,1263,Of,false
272,random,3031,Species,false
272,random,4206,That,false
272,random,2034,Are,false
272,random,2833,More,false
272,random,2950,Commonly,false
272,random,9075,Placed,false
272,random,5185,Within,false
272,random,3219,Anser,false
272,random,2464,Some,false
272,random,3463,Other,false
272,random,9539,Birds,false
272,random,2944,Mostly,false
272,random,3357,Related,false
272,random,1948,to,true
272,random,1780,The,false
272,random,5445,Shelducks,false
272,random,2172,Have,false
272,random,4854,Goose,false
272,random,1941,As,false
272,random,2396,Part,false
272,random,4534,Of,false
272,random,3137,Their,false
272,random,2954,Names,false
