166,len,2017,are,true
166,len,3655,large,true
166,len,1848,waterfowl,true
166,len,2097,Of,false
166,len,2125,the,true
166,len,4899,Family,false
166,len,1712,anatidae,true
166,len,1802,This,false
166,len,3800,Group,false
166,len,2086,comprises,true
166,len,1610,the,true
166,len,1638,genera,true
166,len,3513,Anser,false
166,len,2115,the,true
166,len,2999,Grey,false
166,len,4522,Geese,false
166,len,3155,And,false
166,len,1529,branta,true
166,len,2278,The,false
166,len,1603,black,true
166,len,4169,Geese,false
166,len,2402,Chen,false
166,len,1817,A,false
166,len,6164,genus,false
166,len,1837,comprising,true
166,len,2351,White,false
166,len,2992,Geese,false
166,len,1935,Is,false
166,len,1583,sometimes,true
166,len,2606,used,true
166,len,1725,to,true
166,len,2770,Refer,false
166,len,1736,To,false
166,len,1525,A,false
166,len,2314,group,false
166,len,1834,Of,false
166,len,2002,species,true
166,len,2269,That,false
166,len,1876,are,true
166,len,2422,More,false
166,len,1511,commonly,true
166,len,3646,placed,true
166,len,2350,Within,false
166,len,3491,Anser,false
166,len,2280,Some,false
166,len,2825,Other,false
166,len,2174,birds,true
166,len,3036,Mostly,false
166,len,1813,related,true
166,len,1831,To,false
166,len,1572,the,true
166,len,1193,shelducks,true
166,len,2516,Have,false
166,len,3564,Goose,false
166,len,1699,As,false
166,len,1674,Part,false
166,len,1282,of,true
166,len,2600,Their,false
166,len,3077,Names,false
