2002,none,16189,Are,false
2002,none,8006,Large,false
2002,none,7968,Waterfowl,false
2002,none,3072,Of,false
2002,none,2635,The,false
2002,none,6175,Family,false
2002,none,16125,Anatidae,false
2002,none,2387,This,false
2002,none,3038,Group,false
2002,none,6416,Comprises,false
2002,none,1899,The,false
2002,none,4383,Genera,false
2002,none,4325,Anser,false
2002,none,2901,The,false
2002,none,2110,Grey,false
2002,none,2503,Geese,false
2002,none,2230,And,false
2002,none,4502,Branta,false
2002,none,2121,The,false
2002,none,6961,Black,false
2002,none,2877,Geese,false
2002,none,8733,Chen,false
2002,none,1940,A,false
2002,none,4112,genus,false
2002,none,20495,Comprising,false
2002,none,3932,White,false
2002,none,3295,Geese,false
2002,none,2208,Is,false
2002,none,4184,Sometimes,false
2002,none,2642,Used,false
2002,none,1695,To,false
2002,none,4555,Refer,false
2002,none,2053,To,false
2002,none,1432,A,false
2002,none,2588,group,false
2002,none,1709,Of,false
2002,none,6012,Species,false
2002,none,4991,That,false
2002,none,2401,Are,false
2002,none,5509,More,false
2002,none,7576,Commonly,false
2002,none,9406,Placed,false
2002,none,4006,Within,false
2002,none,7313,Anser,false
2002,none,2992,Some,false
2002,none,3001,Other,false
2002,none,4133,Birds,false
2002,none,8598,Mostly,false
2002,none,13065,Related,false
2002,none,2029,To,false
2002,none,2228,The,false
2002,none,10021,Shelducks,false
2002,none,3189,Have,false
2002,none,3066,Goose,false
2002,none,1941,As,false
2002,none,2288,Part,false
2002,none,1712,Of,false
2002,none,2869,Their,false
2002,none,3332,Names,false
