6,none,1706,Are,false
6,none,2713,Large,false
6,none,3474,Waterfowl,false
6,none,1508,Of,false
6,none,1335,The,false
6,none,2186,Family,false
6,none,13384,Anatidae,false
6,none,1496,This,false
6,none,1591,Group,false
6,none,3429,Comprises,false
6,none,861,The,false
6,none,2889,Genera,false
6,none,1574,Anser,false
6,none,993,The,false
6,none,1419,Grey,false
6,none,2063,Geese,false
6,none,1736,And,false
6,none,17509,Branta,false
6,none,1299,The,false
6,none,1866,Black,false
6,none,2269,Geese,false
6,none,1539,Chen,false
6,none,484,A,false
6,none,1449,genus,false
6,none,3226,Comprising,false
6,none,1772,White,false
6,none,1547,Geese,false
6,none,2818,Is,false
6,none,2180,Sometimes,false
6,none,1653,Used,false
6,none,816,To,false
6,none,1515,Refer,false
6,none,886,To,false
6,none,565,A,false
6,none,1525,group,false
6,none,1160,Of,false
6,none,3704,Species,false
6,none,1436,That,false
6,none,2566,Are,false
6,none,1400,More,false
6,none,2676,Commonly,false
6,none,2166,Placed,false
6,none,1792,Within,false
6,none,1951,Anser,false
6,none,3512,Some,false
6,none,3455,Other,false
6,none,1624,Birds,false
6,none,4589,Mostly,false
6,none,2028,Related,false
6,none,1055,To,false
6,none,1030,The,false
6,none,4538,Shelducks,false
6,none,1638,Have,false
6,none,1546,Goose,false
6,none,783,As,false
6,none,1798,Part,false
6,none,1018,Of,false
6,none,3051,Their,false
6,none,1333,Names,false
