123,freq,1134,are,true
123,freq,3802,Large,false
123,freq,1398,waterfowl,true
123,freq,5604,Of,false
123,freq,1445,The,false
123,freq,1508,family,true
123,freq,1745,anatidae,true
123,freq,1598,this,true
123,freq,1403,group,true
123,freq,1307,comprises,true
123,freq,1823,The,false
123,freq,1680,genera,true
123,freq,2672,anser,true
123,freq,3945,The,false
123,freq,1434,grey,true
123,freq,1314,geese,true
123,freq,1953,And,false
123,freq,1767,branta,true
123,freq,3655,The,false
123,freq,1453,black,true
123,freq,2296,Geese,false
123,freq,5343,Chen,false
123,freq,2001,A,false
123,freq,4251,genus,false
123,freq,1457,comprising,true
123,freq,1303,white,true
123,freq,1129,geese,true
123,freq,2694,is,true
123,freq,6054,Sometimes,false
123,freq,2230,Used,false
123,freq,1627,To,false
123,freq,1582,refer,true
123,freq,1852,To,false
123,freq,1287,A,false
123,freq,1187,group,true
123,freq,1608,Of,false
123,freq,1553,species,true
123,freq,2102,That,false
123,freq,1978,Are,false
123,freq,5347,More,false
123,freq,1245,commonly,true
123,freq,1222,placed,true
123,freq,4847,Within,false
123,freq,2205,Anser,false
123,freq,1900,Some,false
123,freq,1830,other,true
123,freq,1436,birds,true
123,freq,6075,Mostly,false
123,freq,1550,related,true
123,freq,1858,To,false
123,freq,1525,The,false
123,freq,2584,shelducks,true
123,freq,1869,Have,false
123,freq,4645,Goose,false
123,freq,3790,As,false
123,freq,1748,Part,false
123,freq,1487,Of,false
123,freq,2310,their,true
123,freq,2354,Names,false
