1386,freq,11656,Are,false
1386,freq,8335,Large,false
1386,freq,6470,Waterfowl,false
1386,freq,2084,Of,false
1386,freq,1753,The,false
1386,freq,4242,Family,false
1386,freq,2254,anatidae,true
1386,freq,2468,This,false
1386,freq,4412,Group,false
1386,freq,4834,Comprises,false
1386,freq,1490,The,false
1386,freq,4409,Genera,false
1386,freq,2174,anser,true
1386,freq,1524,The,false
1386,freq,3148,Grey,false
1386,freq,1860,geese,true
1386,freq,1237,and,true
1386,freq,3053,branta,true
1386,freq,2718,The,false
1386,freq,4160,Black,false
1386,freq,1592,geese,true
1386,freq,2564,Chen,false
1386,freq,1848,A,false
1386,freq,2391,genus,false
1386,freq,2711,comprising,true
1386,freq,3538,White,false
1386,freq,1814,geese,true
1386,freq,2261,Is,false
1386,freq,5657,Sometimes,false
1386,freq,1721,Used,false
1386,freq,5817,To,false
1386,freq,2564,Refer,false
1386,freq,1555,To,false
1386,freq,839,A,false
1386,freq,7893,Group,false
1386,freq,1605,Of,false
1386,freq,6078,Species,false
1386,freq,1681,That,false
1386,freq,1921,Are,false
1386,freq,3634,More,false
1386,freq,2071,commonly,true
1386,freq,3530,Placed,false
1386,freq,7090,Within,false
1386,freq,4646,Anser,false
1386,freq,2757,Some,false
1386,freq,4324,Other,false
1386,freq,1846,birds,true
1386,freq,2535,mostly,true
1386,freq,1893,related,true
1386,freq,2580,To,false
1386,freq,1944,The,false
1386,freq,4914,Shelducks,false
1386,freq,3496,Have,false
1386,freq,2868,Goose,false
1386,freq,2461,as,true
1386,freq,1642,part,true
1386,freq,1499,Of,false
1386,freq,3739,Their,false
1386,freq,1363,names,true
