1766,none,1792,Are,false
1766,none,1708,Large,false
1766,none,5424,Waterfowl,false
1766,none,1270,Of,false
1766,none,842,The,false
1766,none,1899,Family,false
1766,none,6050,Anatidae,false
1766,none,1158,This,false
1766,none,2031,Group,false
1766,none,5706,Comprises,false
1766,none,1073,The,false
1766,none,2934,Genera,false
1766,none,1882,Anser,false
1766,none,814,The,false
1766,none,1604,Grey,false
1766,none,3644,Geese,false
1766,none,1075,And,false
1766,none,2650,Branta,false
1766,none,1120,The,false
1766,none,3483,Black,false
1766,none,3446,Geese,false
1766,none,1655,Chen,false
1766,none,758,A,false
1766,none,3870,genus,false
1766,none,6193,Comprising,false
1766,none,3101,White,false
1766,none,1609,Geese,false
1766,none,879,Is,false
1766,none,2713,Sometimes,false
1766,none,3306,Used,false
1766,none,2358,To,false
1766,none,1873,Refer,false
1766,none,965,To,false
1766,none,599,A,false
1766,none,1812,group,false
1766,none,1012,Of,false
1766,none,5136,Species,false
1766,none,2854,That,false
1766,none,1111,Are,false
1766,none,3476,More,false
1766,none,4318,Commonly,false
1766,none,3350,Placed,false
1766,none,1987,Within,false
1766,none,2448,Anser,false
1766,none,1180,Some,false
1766,none,1949,Other,false
1766,none,4040,Birds,false
1766,none,3342,Mostly,false
1766,none,2488,Related,false
1766,none,1152,To,false
1766,none,1129,The,false
1766,none,7052,Shelducks,false
1766,none,1603,Have,false
1766,none,4558,Goose,false
1766,none,829,As,false
1766,none,1895,Part,false
1766,none,1036,Of,false
1766,none,1816,Their,false
1766,none,2658,Names,false
