246,none,2705,Are,false
246,none,1622,Large,false
246,none,4499,Waterfowl,false
246,none,1337,Of,false
246,none,1228,The,false
246,none,1839,Family,false
246,none,3617,Anatidae,false
246,none,1545,This,false
246,none,2213,Group,false
246,none,2558,Comprises,false
246,none,1286,The,false
246,none,3638,Genera,false
246,none,1657,Anser,false
246,none,1139,The,false
246,none,1511,Grey,false
246,none,1948,Geese,false
246,none,1456,And,false
246,none,2431,Branta,false
246,none,1288,The,false
246,none,1750,Black,false
246,none,1643,Geese,false
246,none,1311,Chen,false
246,none,649,A,false
246,none,1695,genus,false
246,none,2596,Comprising,false
246,none,2549,White,false
246,none,1997,Geese,false
246,none,793,Is,false
246,none,2264,Sometimes,false
246,none,1487,Used,false
246,none,1018,To,false
246,none,1829,Refer,false
246,none,1027,To,false
246,none,633,A,false
246,none,1639,group,false
246,none,1017,Of,false
246,none,2249,Species,false
246,none,1292,That,false
246,none,1409,Are,false
246,none,1245,More,false
246,none,3325,Commonly,false
246,none,1975,Placed,false
246,none,1566,Within,false
246,none,1772,Anser,false
246,none,840,Some,false
246,none,4835,Other,false
246,none,2935,Birds,false
246,none,2605,Mostly,false
246,none,2310,Related,false
246,none,1683,To,false
246,none,1219,The,false
246,none,2828,Shelducks,false
246,none,3296,Have,false
246,none,1442,Goose,false
246,none,1063,As,false
246,none,1587,Part,false
246,none,851,Of,false
246,none,1512,Their,false
246,none,1372,Names,false
